food_name,calories,fat,sat_fat,carbs,sugar,protein,fiber,cholesterol,sodium,sodium_pct_daily,cholesterol_pct_daily,sat_fat_pct_daily,fat_pct_daily,carbs_pct_daily,fiber_pct_daily,sugar_pct_meal_limit,risk_level,risk_label,chatbot_summary
anchovy raw,37,1.4,0.4,0.0,0.0,5.8,0.0,17.0,0.012,0.0006000000000000001,5.666666666666666,2.0,2.1538461538461537,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pear canned,38,0.001,0.099,9.8,7.4,0.3,1.2,0.0,0.088,0.0044,0.0,0.49500000000000005,0.0015384615384615385,3.266666666666667,4.8,74.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
leeks cooked,38,0.2,0.086,9.4,2.6,1.0,1.2,0.0,0.067,0.00335,0.0,0.43,0.3076923076923077,3.1333333333333333,4.8,26.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
popcorn cake,38,0.3,0.074,8.0,0.001,1.0,0.3,0.0,0.05,0.0025,0.0,0.37,0.4615384615384615,2.666666666666667,1.2,0.01,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
indian squash cooked,38,0.4,0.0,7.6,4.7,0.7,3.5,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,2.533333333333333,14.000000000000002,47.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
au jus,38,0.5,0.2,5.9,0.0,2.8,0.0,0.0,1.1,0.055,0.0,1.0,0.7692307692307693,1.966666666666667,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
turkey ham,38,1.6,0.1,0.3,0.1,5.5,0.0,18.8,0.3,0.015,6.266666666666667,0.5,2.4615384615384617,0.1,0.0,1.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
turkey pastrami,38,1.8,0.5,0.5,1.0,4.6,0.062,19.4,0.3,0.015,6.466666666666667,2.5,2.769230769230769,0.16666666666666669,0.248,10.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
whelk raw,39,0.1,0.096,2.2,0.0,6.7,0.0,18.4,0.073,0.00365,6.133333333333333,0.48000000000000004,0.15384615384615385,0.7333333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
winter squash raw,39,0.2,0.019,10.0,2.6,1.1,1.7,0.0,0.027,0.0013499999999999999,0.0,0.095,0.3076923076923077,3.3333333333333335,6.800000000000001,26.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ohelo berries,39,0.3,0.0,9.6,0.0,0.5,0.0,0.0,0.068,0.0034,0.0,0.0,0.4615384615384615,3.2,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beet greens cooked,39,0.3,0.025,7.9,0.9,3.7,4.2,0.0,0.3,0.015,0.0,0.125,0.4615384615384615,2.6333333333333333,16.8,9.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
romanesco cooked,39,0.4,0.028,7.7,0.0,3.7,4.0,0.0,0.3,0.015,0.0,0.13999999999999999,0.6153846153846154,2.566666666666667,16.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
oats,39,0.7,0.1,6.6,0.0,1.7,1.1,0.0,0.074,0.0036999999999999997,0.0,0.5,1.0769230769230769,2.1999999999999997,4.4,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
caramels,39,0.8,0.3,7.8,6.6,0.5,0.0,0.7,0.015,0.0007499999999999999,0.2333333333333333,1.5,1.2307692307692308,2.6,0.0,65.99999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
luxury loaf,39,1.3,0.4,1.4,0.0,5.2,0.0,10.1,0.3,0.015,3.3666666666666663,2.0,2.0,0.4666666666666666,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
fish broth,39,1.5,0.3,1.0,0.2,4.9,0.0,0.0,0.5,0.025,0.0,1.5,2.307692307692308,0.33333333333333337,0.0,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tangerine,40,0.2,0.07,10.1,8.0,0.6,1.4,0.0,0.056,0.0028,0.0,0.35000000000000003,0.3076923076923077,3.3666666666666663,5.6,80.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
miso,40,1.2,0.2,5.1,1.2,2.6,1.1,0.0,0.7,0.034999999999999996,0.0,1.0,1.846153846153846,1.6999999999999997,4.4,12.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
fish stock,40,1.9,0.5,0.0,0.0,5.3,0.0,2.3,0.4,0.02,0.7666666666666666,2.5,2.923076923076923,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
turkey roll,40,1.9,0.6,0.6,0.0,4.9,0.0,14.9,0.1,0.005,4.966666666666667,3.0,2.923076923076923,0.2,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
shortbread cookies,40,1.9,0.5,5.2,1.2,0.5,0.1,1.6,0.097,0.00485,0.5333333333333334,2.5,2.923076923076923,1.7333333333333332,0.4,12.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
barbecue loaf,40,2.0,0.7,1.5,0.0,3.6,0.0,8.5,0.3,0.015,2.833333333333333,3.4999999999999996,3.076923076923077,0.5,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
savoy cabbage cooked,41,0.2,0.076,9.2,0.0,3.1,4.8,0.0,0.05,0.0025,0.0,0.38,0.3076923076923077,3.0666666666666664,19.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cowpeas raw,41,0.3,0.082,8.9,4.7,3.1,3.1,0.0,0.026,0.0013,0.0,0.41000000000000003,0.4615384615384615,2.966666666666667,12.4,47.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tomatoes in tomato juice canned,41,0.3,0.08,9.6,5.7,1.9,2.4,0.0,0.3,0.015,0.0,0.4,0.4615384615384615,3.2,9.6,57.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
buckwheat raw,41,0.4,0.007,8.6,0.0,1.6,1.2,0.0,0.054,0.0026999999999999997,0.0,0.034999999999999996,0.6153846153846154,2.8666666666666667,4.8,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
spinach cooked,41,0.5,0.042,6.8,0.8,5.3,4.3,0.0,0.1,0.005,0.0,0.21000000000000002,0.7692307692307693,2.2666666666666666,17.2,8.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tomato juice,41,0.7,0.043,8.6,6.3,2.1,1.0,0.0,0.063,0.00315,0.0,0.215,1.0769230769230769,2.8666666666666667,4.0,63.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
oyster raw,41,1.2,0.3,2.5,0.0,4.7,0.0,25.0,0.059,0.00295,8.333333333333332,1.5,1.846153846153846,0.8333333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
oyster cooked,41,1.2,0.3,2.5,0.0,4.7,0.0,25.0,0.066,0.0033000000000000004,8.333333333333332,1.5,1.846153846153846,0.8333333333333334,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
bluefin tuna raw,41,1.4,0.4,0.0,0.0,6.6,0.0,10.8,0.013,0.00065,3.6000000000000005,2.0,2.1538461538461537,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pasta marinara and ground beef sauce,41,1.6,0.5,4.1,1.0,2.5,0.5,0.2,0.0,0.0,0.06666666666666668,2.5,2.4615384615384617,1.3666666666666665,2.0,10.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ground veal raw,41,1.9,0.8,0.0,0.0,5.5,0.0,23.2,0.029,0.00145,7.733333333333333,4.0,2.923076923076923,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
barley raw,42,0.1,0.041,9.3,0.094,1.2,1.9,0.0,0.016,0.0007999999999999999,0.0,0.20500000000000002,0.15384615384615385,3.1000000000000005,7.6,0.9400000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
drumstick pods cooked,42,0.2,0.0,9.7,0.0,2.5,5.0,0.0,0.3,0.015,0.0,0.0,0.3076923076923077,3.2333333333333334,20.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pumpkin seed sunfish cooked,42,0.3,0.025,0.0,0.0,9.2,0.0,31.8,0.046,0.0023,10.6,0.125,0.4615384615384615,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
celeriac cooked,42,0.3,0.0,9.1,0.0,1.5,0.0,0.0,0.084,0.004200000000000001,0.0,0.0,0.4615384615384615,3.033333333333333,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
spaghetti squash cooked,42,0.4,0.091,10.0,3.9,1.0,2.2,0.0,0.4,0.02,0.0,0.455,0.6153846153846154,3.3333333333333335,8.8,39.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
kiwifruit green,42,0.4,0.095,10.1,6.2,0.8,2.1,0.0,0.096,0.0048000000000000004,0.0,0.475,0.6153846153846154,3.3666666666666663,8.4,62.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
green tomato,42,0.4,0.024,9.3,7.3,2.2,2.0,0.0,0.055,0.0027500000000000003,0.0,0.12000000000000001,0.6153846153846154,3.1000000000000005,8.0,73.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
prickly pear,42,0.5,0.014,9.9,0.0,0.8,3.7,0.0,0.044,0.0022,0.0,0.06999999999999999,0.7692307692307693,3.3000000000000003,14.800000000000002,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
radish pickled,42,0.5,0.1,7.8,3.0,1.7,3.3,0.0,1.2,0.06,0.0,0.5,0.7692307692307693,2.6,13.200000000000001,30.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
summer squash raw,42,0.5,0.1,8.7,5.7,3.1,2.9,0.0,0.051,0.00255,0.0,0.5,0.7692307692307693,2.9,11.6,57.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tomatillos,42,1.3,0.2,7.7,5.2,1.3,2.5,0.0,0.019,0.0009500000000000001,0.0,1.0,2.0,2.566666666666667,10.0,52.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
kale cooked,42,1.4,0.2,6.3,1.4,3.5,4.7,0.0,0.018,0.0008999999999999999,0.0,1.0,2.1538461538461537,2.0999999999999996,18.8,13.999999999999998,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
peppered loaf,42,1.8,0.6,1.3,1.3,4.9,0.0,13.1,0.2,0.01,4.366666666666666,3.0,2.769230769230769,0.4333333333333333,0.0,13.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
milkfish raw,42,1.9,0.5,0.0,0.0,5.8,0.0,14.7,0.098,0.004900000000000001,4.8999999999999995,2.5,2.923076923076923,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pumpkin seed sunfish raw,43,0.3,0.051,0.0,0.0,9.3,0.0,32.2,0.06,0.0029999999999999996,10.733333333333334,0.25499999999999995,0.4615384615384615,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
canadian style bacon grilled,43,2.0,0.7,0.3,0.0,5.7,0.0,13.6,0.4,0.02,4.533333333333333,3.4999999999999996,3.076923076923077,0.1,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
wheat puffed,44,0.1,0.025,9.6,0.0,1.8,0.5,0.0,0.03,0.0014999999999999998,0.0,0.125,0.15384615384615385,3.2,2.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
snap beans cooked,44,0.4,0.005,9.9,1.9,2.4,4.0,0.0,0.086,0.004299999999999999,0.0,0.025,0.6153846153846154,3.3000000000000003,16.0,19.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
yellow snap beans cooked,44,0.4,0.037,9.9,4.5,2.4,4.1,0.0,0.096,0.0048000000000000004,0.0,0.185,0.6153846153846154,3.3000000000000003,16.4,45.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pimento canned,44,0.6,0.004,9.8,5.2,2.1,3.6,0.0,0.006,0.00030000000000000003,0.0,0.02,0.923076923076923,3.266666666666667,14.400000000000002,52.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
mushrooms cooked,44,0.7,0.05,8.3,3.7,3.4,3.4,0.0,0.011,0.00055,0.0,0.25,1.0769230769230769,2.766666666666667,13.600000000000001,37.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
zucchini raw,44,0.8,0.2,8.1,6.5,3.1,2.6,0.0,0.023,0.00115,0.0,1.0,1.2307692307692308,2.7,10.4,65.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
spinach canned,44,0.9,0.1,6.8,0.0,4.9,3.7,0.0,0.7,0.034999999999999996,0.0,0.5,1.3846153846153846,2.2666666666666666,14.800000000000002,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pineapple,45,0.1,0.074,11.8,8.9,0.5,1.3,0.0,0.099,0.00495,0.0,0.37,0.15384615384615385,3.933333333333334,5.2,89.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
japanese cabbage,45,0.2,0.092,8.5,2.0,2.4,4.7,0.0,0.4,0.02,0.0,0.45999999999999996,0.3076923076923077,2.833333333333333,18.8,20.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
cuttlefish cooked,45,0.4,0.08,0.5,0.0,9.2,0.0,63.4,0.2,0.01,21.133333333333333,0.4,0.6153846153846154,0.16666666666666669,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
beef kidneys cooked,45,1.3,0.3,0.0,0.0,7.7,0.0,202.6,0.029,0.00145,67.53333333333333,1.5,2.0,0.0,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
canadian style bacon raw,45,2.0,0.6,0.5,0.0,5.9,0.0,14.3,0.3,0.015,4.766666666666667,3.0,3.076923076923077,0.16666666666666669,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
prune puree,46,0.02,0.038,11.7,7.0,0.4,0.6,0.0,0.036,0.0017999999999999997,0.0,0.19,0.03076923076923077,3.9,2.4,70.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
barbecue sauce mcdonalds,46,0.3,0.09,10.3,9.6,0.4,0.4,0.0,0.3,0.015,0.0,0.44999999999999996,0.4615384615384615,3.4333333333333336,1.6,96.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
protein bread toasted,46,0.4,0.059,8.2,0.2,2.2,0.6,0.0,0.049,0.0024500000000000004,0.0,0.295,0.6153846153846154,2.733333333333333,2.4,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sweet red peppers raw,46,0.4,0.088,9.0,6.3,1.5,3.1,0.0,0.092,0.0046,0.0,0.43999999999999995,0.6153846153846154,3.0,12.4,63.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
coconut water,46,0.5,0.4,8.9,6.3,1.7,2.6,0.0,0.3,0.015,0.0,2.0,0.7692307692307693,2.966666666666667,10.4,63.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
hubbard squash raw,46,0.6,0.1,10.1,4.6,2.3,4.5,0.0,0.094,0.004699999999999999,0.0,0.5,0.923076923076923,3.3666666666666663,18.0,46.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
oat bran muffin,46,1.3,0.2,8.2,1.4,1.2,0.8,0.0,0.067,0.00335,0.0,1.0,2.0,2.733333333333333,3.2,13.999999999999998,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
protein bread,47,0.4,0.009,8.3,0.3,2.3,0.6,0.0,0.008,0.00039999999999999996,0.0,0.045,0.6153846153846154,2.766666666666667,2.4,3.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beef heart cooked,47,1.3,0.4,0.057,0.0,8.1,0.0,60.0,0.024,0.0012000000000000001,20.0,2.0,2.0,0.019,0.0,0.0,Low,0,โคเลสเตอรอลค่อนข้างสูง
apricot jam,48,0.01,0.042,12.9,8.7,0.1,0.044,0.0,0.004,0.00019999999999999998,0.0,0.21000000000000002,0.015384615384615385,4.300000000000001,0.176,86.99999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pummelo,48,0.06,0.0,12.0,0.0,1.0,1.3,0.0,0.094,0.004699999999999999,0.0,0.0,0.0923076923076923,4.0,5.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
kohlrabi cooked,48,0.2,0.041,11.0,4.6,3.0,1.8,0.0,0.035,0.0017500000000000003,0.0,0.20500000000000002,0.3076923076923077,3.6666666666666665,7.200000000000001,46.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
casaba melon,48,0.2,0.012,11.2,9.7,1.9,1.5,0.0,0.057,0.00285,0.0,0.060000000000000005,0.3076923076923077,3.733333333333333,6.0,97.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
beef diced asda,48,0.7,0.3,10.5,0.054,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0769230769230769,3.5000000000000004,0.0,0.54,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ocean perch cooked,48,0.9,0.2,0.0,0.0,9.3,0.0,31.5,0.2,0.01,10.5,1.0,1.3846153846153846,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ancho pepper dried,48,1.4,0.1,8.7,0.0,2.0,3.7,0.0,0.068,0.0034,0.0,0.5,2.1538461538461537,2.9,14.800000000000002,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
rum,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.00265,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
yam bean jicama,49,0.1,0.061,11.5,2.3,0.9,6.4,0.0,0.047,0.0023499999999999997,0.0,0.305,0.15384615384615385,3.833333333333333,25.6,23.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pumpkin cooked,49,0.2,0.019,12.0,5.1,1.8,2.7,0.0,0.006,0.00030000000000000003,0.0,0.095,0.3076923076923077,4.0,10.8,51.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
red cabbage cooked,49,0.2,0.058,11.8,5.6,2.6,4.4,0.0,0.047,0.0023499999999999997,0.0,0.29000000000000004,0.3076923076923077,3.933333333333334,17.6,55.99999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
bamboo shoots raw,49,0.5,0.1,9.4,5.4,4.7,4.0,0.0,0.067,0.00335,0.0,0.5,0.7692307692307693,3.1333333333333333,16.0,54.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
corn canned,49,0.6,0.032,11.1,3.3,1.6,1.4,0.0,0.2,0.01,0.0,0.16,0.923076923076923,3.6999999999999997,5.6,32.99999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
summer squash cooked,49,1.0,0.2,9.9,6.4,2.7,2.9,0.0,0.036,0.0017999999999999997,0.0,1.0,1.5384615384615385,3.3000000000000003,11.6,64.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sturgeon smoked,49,1.2,0.3,0.0,0.0,8.8,0.0,22.6,0.2,0.01,7.533333333333333,1.5,1.846153846153846,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
vanilla bluberry bar kind,49,1.4,8.4,0.9,0.096,0.0,0.0,0.0,0.0,0.0,0.0,42.00000000000001,2.1538461538461537,0.3,0.0,0.9600000000000001,Low,0,ไขมันอิ่มตัวค่อนข้างสูง
sweet yellow peppers,50,0.4,0.012,11.8,0.0,1.9,1.7,0.0,0.017,0.00085,0.0,0.060000000000000005,0.6153846153846154,3.933333333333334,6.800000000000001,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
whole wheat bread natures own,50,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,1.5384615384615385,0.0,0.0,0.0,Low,0,ไขมันอิ่มตัวค่อนข้างสูง
milk crackers,50,1.7,0.3,7.7,1.8,0.8,0.2,1.2,0.095,0.00475,0.4,1.5,2.6153846153846154,2.566666666666667,0.8,18.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
chocolate pretzels,50,1.8,0.8,7.8,0.0,0.8,0.0,0.0,0.037,0.0018499999999999999,0.0,4.0,2.769230769230769,2.6,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
turnips raw,51,0.2,0.074,11.8,7.0,1.6,3.3,0.0,0.1,0.005,0.0,0.37,0.3076923076923077,3.933333333333334,13.200000000000001,70.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
asian pear,51,0.3,0.009,13.0,8.6,0.6,4.4,0.0,0.0,0.0,0.0,0.045,0.4615384615384615,4.333333333333334,17.6,86.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ocean perch raw,51,1.0,0.2,0.0,0.0,9.8,0.0,33.3,0.2,0.01,11.099999999999998,1.0,1.5384615384615385,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
durian,51,1.9,0.0,9.5,0.0,0.5,1.3,0.0,0.079,0.0039499999999999995,0.0,0.0,2.923076923076923,3.166666666666667,5.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
potato cooked,52,0.006,0.003,12.1,0.5,1.1,1.2,0.0,0.035,0.0017500000000000003,0.0,0.015000000000000001,0.009230769230769232,4.033333333333333,4.8,5.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
quince,52,0.012,0.049,14.1,0.0,0.4,1.7,0.0,0.081,0.00405,0.0,0.245,0.018461538461538463,4.7,6.800000000000001,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
seaweed dry,52,0.3,0.006,9.2,0.0,3.1,7.3,6.6,0.9,0.045,2.1999999999999997,0.030000000000000002,0.4615384615384615,3.0666666666666664,29.2,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
sour cherries,52,0.3,0.069,12.5,8.7,1.0,1.6,0.0,0.071,0.0035499999999999993,0.0,0.34500000000000003,0.4615384615384615,4.166666666666666,6.4,86.99999999999999,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
fruit leather,52,0.4,0.025,12.0,6.9,0.029,0.0,0.0,0.0,0.0,0.0,0.125,0.6153846153846154,4.0,0.0,69.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
ginkgo nuts raw,52,0.5,0.029,10.6,0.0,1.2,0.0,0.0,0.067,0.00335,0.0,0.14500000000000002,0.7692307692307693,3.5333333333333337,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
corn tortilla,52,0.7,0.1,10.7,0.2,1.4,1.5,0.0,0.075,0.00375,0.0,0.5,1.0769230769230769,3.5666666666666664,6.0,2.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
gin,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.00145,0.0,0.0,0.0,0.0,0.0,0.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
pancake syrup,53,0.075,0.025,13.9,8.4,0.0,0.0,0.0,0.064,0.0031999999999999997,0.0,0.125,0.11538461538461538,4.633333333333334,0.0,84.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
strawberry topping,53,0.096,0.071,13.9,5.7,0.014,0.1,0.0,0.099,0.00495,0.0,0.355,0.1476923076923077,4.633333333333334,0.4,57.00000000000001,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
vegetable juice,53,0.2,0.071,11.1,7.9,1.5,1.9,0.0,0.1,0.005,0.0,0.355,0.3076923076923077,3.6999999999999997,7.6,79.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
grapefruit,53,0.2,0.092,13.3,8.6,1.0,2.0,0.0,0.0,0.0,0.0,0.45999999999999996,0.3076923076923077,4.433333333333334,8.0,86.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
tomato vegetable juice,53,0.2,0.014,11.1,9.2,1.5,1.9,0.0,0.2,0.01,0.0,0.06999999999999999,0.3076923076923077,3.6999999999999997,7.6,92.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
red cabbage raw,53,0.3,0.002,12.5,6.5,2.4,3.6,0.0,0.079,0.0039499999999999995,0.0,0.01,0.4615384615384615,4.166666666666666,14.400000000000002,65.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
instant cappuccino powder,53,0.7,0.4,11.2,9.0,0.4,0.2,0.3,0.074,0.0036999999999999997,0.1,2.0,1.0769230769230769,3.733333333333333,0.8,90.0,Low,0,ยังไม่พบตัวชี้วัดที่เกินเกณฑ์เบื้องต้น
